4,-1.81661,-0.229577,0.000302023,-4.0891,0.562117,553.277,57.3435,-0.160534,2.55327,-0.214725,0.038363,-0.05,-0.04
4,-1.93483,-0.104473,-0.010706,-4.18374,0.676079,711.077,56.4128,-1.65865,1.05445,-0.227582,0.05,-0.05,-0.04
1,-5.34511,-0.0314457,-0.046724,-2.67752,0.323927,284.148,40.8042,2.13068,3.9272,-0.151637,-0.0471548,-0.05,-0.04
1,-5.82291,0.0270922,0,-2.43152,0.294796,230.102,43.422,0.00114777,6.46674,-0.147219,-0.0405716,-0.05,-0.04
1,-5.17813,-0.0707818,-0.0726573,-2.77412,0.34196,341.078,36.5945,2.91079,3.01044,-0.156251,-0.05,-0.05,-0.04
1,-6.58436,0.102251,0,-2.03292,0.236335,141.196,45.8008,0.00633377,7.36827,-0.132243,-0.0327108,-0.05,-0.04
1.50402,-6.18815,-0.0171439,0,-2.19512,0.407951,490.821,53.0216,-0.00281227,6.63012,-0.158742,-0.00951866,-0.05,-0.04
2.44323,-4.88321,0.0247708,0,-2.15468,0.469353,664.001,51.1058,0.000523387,5.51026,-0.167586,-0.00328908,-0.05,-0.04
1,-6.93318,-0.0703789,0,-2.36302,0.346958,317.212,49.9985,-0.00567048,7.24665,-0.153353,-0.0134981,-0.05,-0.04
3.7139,-2.80187,0.0459317,0,-2.51183,0.510287,681.682,58.2048,0.00341847,3.6402,-0.170275,0.00616604,-0.05,-0.04
4,-2.38658,0.039664,0,-2.58066,0.50991,669.477,58.0613,0.00330699,3.26955,-0.169539,0.00799087,-0.05,-0.04
4,-1.83238,-0.243023,0,-4.05289,0.546405,533.746,56.9789,-0.0125139,2.72596,-0.212264,0.0369237,-0.05,-0.04
4,-1.84275,-0.239362,0,-4.07139,0.551063,541.688,57.0505,-0.0123296,2.73476,-0.213383,0.03732,-0.05,-0.04
4,-1.99991,-0.316693,0,-3.51695,0.407657,273.486,56.1341,-0.0161082,2.76498,-0.177561,0.0266045,-0.05,-0.04
1,-6.90935,0.0889042,0,-2.12349,0.249562,159.705,46.2041,0.00601288,7.55044,-0.136695,-0.0278045,-0.05,-0.04
1,-6.92178,0.0370616,0,-2.20748,0.270446,201.958,43.5021,0.00294727,7.31572,-0.139609,-0.0221732,-0.05,-0.04
1,-6.71365,0.119202,0,-2.08861,0.241612,151.841,45.5417,0.00778875,7.46384,-0.134822,-0.0310387,-0.05,-0.04
4,-2.34824,0.0197728,0,-2.63731,0.493764,615.532,57.7649,0.00213429,3.2309,-0.168371,0.00908416,-0.05,-0.04
4,-2.11452,-0.228228,0,-3.28477,0.39058,253.239,56.0962,-0.0117018,3.08112,-0.165488,0.0187393,-0.05,-0.04
1,-6.90816,-0.00914972,0,-2.13385,0.293617,230.477,48.8223,-0.00104473,7.19795,-0.142183,-0.0181174,-0.05,-0.04
4,-1.87612,-0.268866,0,-3.30599,0.38333,237.058,57.264,-0.0137178,2.80995,-0.165984,0.0215323,-0.05,-0.04
4,-1.81484,-0.237928,0,-4.07538,0.552933,543.706,57.1476,-0.0122498,2.70665,-0.213502,0.0374586,-0.05,-0.04
1,-5.96239,0,0.117961,-3.21045,0.449865,370.7,50.7629,6.42992,0.00551898,-0.170897,-0.05,-0.0409482,-0.04
1,-5.38705,-0.0423189,-0.0193274,-2.85673,0.372181,334.856,42.4178,3.81947,2.19891,-0.158185,-0.05,-0.0472634,-0.04
2,-1.60372,-0.0698405,0.07669,-3.08618,0.368292,402.548,27.3907,1.96588,-1.34959,-0.166378,-0.05,0.05,-0.04
2,-1.14118,-0.0237706,0.0696549,-3.17877,0.392156,398.943,33.7306,2.10532,-0.629564,-0.164975,-0.05,0.044425,-0.04
1,-8.02293,0,0.252943,-3.16711,0.423562,255.22,64.2444,8.30612,0.012888,-0.157913,-0.05,-0.0305491,-0.04
1,-8.04244,0,0.255687,-3.18937,0.426286,256.535,64.5495,8.32858,0.0130522,-0.158947,-0.05,-0.0308036,-0.04
1,-7.99967,0,0.252663,-3.19651,0.427941,264.43,63.7938,8.30122,0.0128781,-0.159744,-0.05,-0.0312578,-0.04
2,-0.515238,0,0.00173525,-2.1593,0.296979,191.066,52.4227,1.50864,-0.00204838,-0.13058,-0.05,0.0279002,-0.04
2,-0.503517,0,0.0006744,-2.14433,0.29635,190.936,52.3653,1.48556,-0.00214588,-0.130233,-0.05,0.0277871,-0.04
1,-3.0216,0,-0.177112,-1.8821,0.433445,530.75,44.7055,4.35341,-0.0138283,-0.127413,-0.05,-0.0024602,-0.04
1,-4.54193,0,0.0555742,-2.04569,0.443097,502.327,48.8443,5.96845,0.0011569,-0.131685,-0.05,-0.0102385,-0.04
2,-1.33352,0,-0.113809,-1.19194,0.243419,214.606,38.0134,2.01113,-0.0110512,-0.109009,-0.05,0.0189095,-0.04
1.74285,-2.01299,0,-0.211305,-1.61104,0.312891,323.294,38.0551,2.64273,-0.01688,-0.12255,-0.05,0.011638,-0.04
2,-1.20034,0,0.0546566,-3.22125,0.402217,382.057,38.835,2.70954,0.00322707,-0.163965,-0.05,0.0403974,-0.04
2,-1.25768,0,0.032632,-3.22563,0.397592,355.989,42.2502,2.85534,0.00206084,-0.162058,-0.05,0.0389931,-0.04
2,-0.528157,0,0.0043305,-2.20325,0.301363,199.203,51.8545,1.54558,-0.00181673,-0.131993,-0.05,0.0284448,-0.04
1,-7.13581,0,0.254901,-2.62707,0.397279,293.919,52.2316,7.66491,0.0127365,-0.132456,-0.05,-0.0196087,-0.04
2,-0.513133,0,0.00194389,-2.1695,0.297519,191.339,52.4412,1.50781,-0.00203185,-0.130825,-0.05,0.0279666,-0.04
1.35209,-2.50763,0,-0.268641,-1.70787,0.358268,410.646,40.44,3.37953,-0.0199847,-0.123969,-0.05,0.0049537,-0.04
1.05502,-2.92093,0,-0.266238,-1.86494,0.45027,597.367,43.5731,4.21486,-0.0189741,-0.132376,-0.05,4.98418e-05,-0.04
1,-6.72113,0,0.236811,-2.34749,0.389716,319.209,52.0424,7.25875,0.0114321,-0.129131,-0.05,-0.0167664,-0.04
1.64009,-2.25184,0,-0.276348,-1.74168,0.321555,331.792,37.9106,2.76548,-0.0208222,-0.125411,-0.05,0.0092403,-0.04
3,0.687354,-0.00447249,-0.00107183,-4.01892,0.575152,381.101,72.0476,-0.219909,-0.159916,-0.207985,0.05,0.0435862,-0.04
3,0.337711,-0.0074862,0.0395521,-4.02573,0.630604,460.107,70.5008,-0.37627,-0.547329,-0.211198,0.05,0.05,-0.04
3,0.778972,0,-0.0158247,-4.03277,0.558139,367.195,70.9864,-0.210588,-0.000653288,-0.207799,0.05,0.0410868,-0.04
4,-0.172849,0,-0.0931085,-1.87079,0.221607,152.32,40.0272,-0.969291,-0.00573933,-0.127326,0.05,-0.0108327,-0.04
3.76981,0.275348,0,-0.0855011,-1.88942,0.215002,148.585,38.1131,-0.564044,-0.00560262,-0.129822,0.05,-0.00602052,-0.04
3,0.67152,0,-0.0187981,-3.95234,0.536436,351.394,69.3926,-0.292938,-0.00080861,-0.205155,0.05,0.0400236,-0.04
4,-2.00454,-0.0776355,-0.0147051,-4.28615,0.680256,659.297,59.6716,-2.1675,0.706794,-0.230664,0.05,-0.0474723,-0.04
4,-2.23441,0,-0.0212104,-4.36964,0.677662,611.479,62.1856,-3.04873,-0.00126288,-0.233506,0.05,-0.0413172,-0.04
4,-2.08901,0,0.0137129,-3.21867,0.438143,344.14,49.7661,-2.89348,8.56182e-05,-0.179821,0.05,-0.0310449,-0.04
3,-0.103666,0,-0.00482465,-2.0189,0.226157,147.543,41.0883,-1.04975,0.000229026,-0.138617,0.05,0.0209803,-0.04
3,-0.0985116,0,-0.00473505,-2.02179,0.226837,148.188,41.124,-1.04514,0.000231853,-0.138698,0.05,0.0210526,-0.04
3,-0.104295,0,-0.00391475,-2.01842,0.225781,147.427,41.013,-1.04713,0.00027778,-0.138635,0.05,0.0208353,-0.04
3.34682,0.53473,0,-0.0499314,-2.04348,0.212977,160.313,34.0001,-0.317167,-0.00360434,-0.138529,0.05,0.00267304,-0.04
3,0.232156,0,0.00523622,-2.10108,0.215412,172.922,33.0055,-0.560953,0.000620615,-0.143136,0.05,0.00947067,-0.04
4,-0.341017,0,-0.075742,-1.76042,0.219278,147.637,40.8794,-1.02924,-0.00469137,-0.126101,0.05,-0.0132746,-0.04
4,-2.11914,0,0.0140686,-3.13067,0.421561,331.461,48.4297,-2.93327,8.47877e-05,-0.176609,0.05,-0.0303177,-0.04
4,-2.03621,0,0.0109207,-3.02541,0.409295,323.184,47.4763,-2.83503,-0.000131961,-0.173705,0.05,-0.0296033,-0.04
3,-0.159407,0,-0.0906352,-3.37708,0.360438,247.357,49.9416,-1.03613,-0.00458094,-0.177852,0.05,0.0314649,-0.04
3,-0.119104,0,-0.00668731,-2.04741,0.228939,149.318,41.3445,-1.06318,0.000124799,-0.139456,0.05,0.0212568,-0.04
3.5,0.62944,0,-0.0747901,-2.06025,0.21755,160.454,34.8413,-0.19996,-0.00532593,-0.138545,0.05,-0.000186474,-0.04
4,-0.875867,0,-0.0354287,-1.72702,0.224551,147.874,42.804,-1.34915,-0.00247664,-0.122491,0.05,-0.0206753,-0.04
3,-0.184596,-0.0281633,0.00289902,-3.8979,0.506158,333.081,65.2204,-0.0289348,-1.15133,-0.200716,0.038363,0.05,-0.04
2,-2.21094,-0.00718479,0,-3.14456,0.335325,271.549,41.1629,-0.000808697,-3.67236,-0.164178,-0.0405716,0.05,-0.04
2,-1.61788,-0.0443546,0.0405151,-3.15997,0.368055,370.935,31.8731,1.53233,-1.70264,-0.166811,-0.0471548,0.05,-0.04
2,-3.0789,0.129639,0,-3.21125,0.310048,188.162,50.8434,0.00634663,-4.41783,-0.161891,-0.0327108,0.05,-0.04
2.15752,-1.97718,-0.0704146,0,-1.20721,0.182291,169.16,26.1767,-0.00908638,-2.98761,-0.117532,-0.00328908,0.05,-0.04
2,-2.63805,-0.0818151,0,-1.70888,0.210887,170.516,33.1477,-0.00721671,-3.96147,-0.127968,-0.00951866,0.05,-0.04
2,-3.38149,-0.0693996,0,-2.0731,0.24058,188.06,37.6574,-0.00461971,-4.75786,-0.13797,-0.0134981,0.05,-0.04
2.69782,-0.518189,-0.0116445,0,-0.567511,0.146714,128.255,27.2831,-0.0084867,-1.40114,-0.113328,0.00799087,0.05,-0.04
2.59508,-0.794554,-0.0167326,0,-0.623021,0.148386,123.162,27.5882,-0.00842484,-1.73791,-0.112929,0.00616604,0.05,-0.04
3,-0.248033,-0.0291965,0,-3.87778,0.494364,323.725,64.4335,-0.00147322,-1.20959,-0.19969,0.03732,0.05,-0.04
3,-0.285669,-0.0307584,0,-3.83432,0.486571,318.633,63.7242,-0.00156558,-1.24469,-0.19835,0.0369237,0.05,-0.04
3,-0.672827,-0.0859396,0,-2.79236,0.30092,219.911,44.2159,-0.00481681,-1.43851,-0.162518,0.0266045,0.05,-0.04
2,-3.23245,0.0660516,0,-2.70784,0.291615,203.786,45.7625,0.00337474,-4.60981,-0.152469,-0.0221732,0.05,-0.04
2,-3.33485,0.116963,0,-2.99632,0.298252,183.545,50.1596,0.00581338,-4.62634,-0.158046,-0.0278045,0.05,-0.04
2,-3.34346,0.137416,0,-3.18059,0.304654,171.435,52.9007,0.00675688,-4.63702,-0.16127,-0.0310387,0.05,-0.04
3,-1.53131,-0.0797684,0,-1.7124,0.205572,148.536,35.3766,-0.00621796,-2.29566,-0.136298,0.0187393,0.05,-0.04
2.74846,-0.449737,-0.00851375,0,-0.575686,0.145921,117.565,28.1317,-0.0078554,-1.27099,-0.113137,0.00908416,0.05,-0.04
2,-3.31347,-0.0106285,0,-2.35896,0.259109,183.83,42.5215,-0.000999404,-4.72251,-0.142672,-0.0181174,0.05,-0.04
3,-1.50898,-0.0824876,0,-2.06202,0.226641,153.066,38.9036,-0.00558102,-2.32709,-0.143723,0.0215323,0.05,-0.04
3,-0.238146,-0.0290932,0,-3.89078,0.497021,325.433,64.6463,-0.00145925,-1.20361,-0.200045,0.0374586,0.05,-0.04
